team_code,name,type,value
6,Dejan_Kulusevski,const,0.0
6,Destiny_Udogie,const,27.534283915976683
6,Djed_Spence,const,90.0
6,Dominic_Solanke-Mitchell,const,90.0
6,Guglielmo_Vicario,const,0.0
6,James_Maddison,const,8.527684839895315
6,James_Rowswell,const,2.46259589
6,Jan_Paul van Hecke,const,90.0
6,João_Victor de Souza Menezes,const,0.9738787440677824
6,Jun'ai_Byfield,const,0.442305982
6,Kevin_Danso,const,81.73004079999998
6,Lucas_Bergvall,const,0.0
6,Marcos_Senesi,const,90.0
6,Martin_Dubravka,const,0.0
6,Mateus_Fernandes,const,89.496
6,Mathys_Tel,const,23.253709879096604
6,Micky_van de Ven,const,88.80599999999998
6,Mikey_Moore,const,0.0
6,Mohammed_Kudus,const,0.0
6,Pape_Matar Sarr,const,0.0
6,Pedro_Porro,const,87.729
6,Richarlison_de Andrade,const,53.93003782190332
6,Rodrigo_Bentancur,const,75.223931
6,Sandro_Tonali,const,33.79348905604395
6,Wilson_Odobert,const,0.0
6,Xavi_Simons,const,0.0
7,Alysson_Edward Franco da Rocha dos Santos,const,0.0
7,Amadou_Onana,const,17.631490539169548
7,Andrés_García,const,3.05940612
7,Boubacar_Kamara,const,0.0
7,Bradley_Burrowes,const,6.2790202
7,Emiliano_Buendía Stati,const,71.50884851622291
7,Emiliano_Martínez Romero,const,89.481
7,Evann_Guessand,const,4.600212692359216
7,Ezri_Konsa Ngoyo,const,90.0
7,George_Hemmings,const,0.248571134
7,Ian_Maatsen,const,43.702356253388245
7,Joao_Gomes,const,83.52261899999999
7,Johan_Manzambi,const,0.0
7,John_McGinn,const,66.75840959517006
7,Kosta_Nedeljkovic,const,2.853
7,Lamare_Bogarde,const,30.009400501175097
7,Leon_Bailey,const,4.403993680747842
7,Lucas_Digne,const,71.14921491396157
7,Marco_Bizot,const,18.8256669173441
7,Matty_Cash,const,89.66999999999999
7,Ollie_Watkins,const,79.188425
7,Pau_Torres,const,29.838839330857517
7,Ross_Barkley,const,43.67923973816459
7,Samuel_Iling-Junior,const,0.0
7,Tammy_Abraham,const,0.0
7,Tyrone_Mings,const,86.958
7,Victor_Lindelöf,const,56.62787518035768
8,Alejandro_Garnacho,const,0.0
8,Axel_Disasi,const,90.0
8,Benoît_Badiashile Mukinayi,const,0.0
8,Cole_Palmer,const,85.845
8,Dário_Luís Essugo,const,8.094172799999999
8,Emmanuel_Emegha,const,0.0
8,Enzo_Fernández,const,90.0
8,Estêvão_Almeida de Oliveira Gonçalves,const,0.0
8,Filip_Jörgensen,const,0.179056
8,Geovany_Quenda,const,0.0
8,Jamie_Bynoe-Gittens,const,2.111784885
8,Jorrel_Hato,const,84.15792099999999
8,Josh_Acheampong,const,0.0
8,João_Pedro Junqueira de Jesus,const,82.98601899999998
8,Levi_Colwill,const,84.40126999999998
8,Liam_Delap,const,0.0
8,Malo_Gusto,const,78.92537619999999
8,Mamadou_Sarr,const,0.0
8,Marc_Guiu Paz,const,0.0
8,Marco_Palestra,const,0.0
8,Moisés_Caicedo Corozo,const,88.24799999999999
8,Morgan_Rogers,const,89.49204499999999
8,Nicolas_Jackson,const,0.0
8,Pedro_Lomba Neto,const,0.0
8,Reece_James,const,81.3933262
8,Robert_Sánchez,const,89.03099999999999
8,Roméo_Lavia,const,0.0
8,Shumaira_Mheuka,const,1.47108285
8,Tosin_Adarabioyo,const,0.0
8,Trevoh_Chalobah,const,85.489058
8,Wesley_Fofana,const,0.0
9,Aurèle_Amenda,const,0.0
9,Ben_Wilson,const,0.0
9,Bobby_Thomas,const,90.0
9,Brandon_Thomas-Asante,const,90.0
9,Ellis_Simms,const,60.0
9,Ephron_Mason-Clark,const,90.0
9,Frank_Onyeka,const,90.0
9,George_Shepherd,const,0.0
9,Haji_Wright,const,90.0
9,Jack_Rudoni,const,70.0
9,Jahnoah_Markelo,const,0.0
9,Jake_Bidwell,const,0.0
9,Jay_Dasilva,const,90.0
9,Joel_Latibeaudiere,const,0.0
9,Josh_Eccles,const,90.0
9,Kaine_Andrews,const,0.0
9,Kaine_Kesler-Hayden,const,0.0
9,Liam_Kitching,const,90.0
9,Loum_Tchaouna,const,90.5551454107849
9,Luke_Woolfenden,const,90.4544809624969
9,Matt_Grimes,const,90.0
9,Miguel_Brau,const,0.0
9,Milan_van Ewijk,const,90.0
9,Norman_Bassette,const,0.0
9,Oliver_Dovin,const,0.0
9,Raphael_Borges Rodrigues,const,0.0
9,Tatsuhiro_Sakamoto,const,0.0
9,Victor_Torp,const,0.0
11,Adam_Aznou,const,0.0
11,Carlos_Alcaraz Durán,const,9.69659629076266
11,Dwight_McNeil,const,21.8379075554824
11,Harrison_Armstrong,const,4.909331364672232
11,Hayden_Hackney,const,0.0
11,Iliman_Ndiaye,const,89.925
11,Jake_O'Brien,const,88.21050199999999
11,James_Garner,const,90.0
11,James_Tarkowski,const,90.0
11,Jarrad_Branthwaite,const,0.0
11,Jordan_Pickford,const,90.0
11,Kiernan_Dewsbury-Hall,const,90.0
11,Mark_Travers,const,22.199607170897323
11,Merlin_Röhl,const,55.47584745466979
11,Michael_Keane,const,84.966
11,Nathan_Patterson,const,4.672723862796131
11,Norberto_Bercique Gomes Betuncal,const,50.51518272144055
11,Thierno_Barry,const,32.11484172867585
11,Tim_Iroegbunam,const,58.63705277252613
11,Tom_King,const,1.07130802
11,Tyler_Dibling,const,7.17081561
11,Tyrique_George,const,8.593502042719805
11,Vitalii_Mykolenko,const,90.0
14,Alexander_Isak,const,66.35194330705359
14,Alexis_Mac Allister,const,81.44340299999999
14,Alisson_Ramses Becker,const,90.0
14,Armin_Pecsi,const,0.0
14,Calvin_Ramsay,const,0.0
14,Cody_Gakpo,const,77.3810675
14,Conor_Bradley,const,0.0
14,Curtis_Jones,const,76.956642
14,Dominik_Szoboszlai,const,90.0
14,Endo_Wataru,const,5.12204285
14,Federico_Chiesa,const,0.0
14,Florian_Wirtz,const,77.10826
14,Freddie_Woodman,const,8.180433419749601
14,Giorgi_Mamardashvili,const,0.6599128
14,Giovanni_Leoni,const,0.0
14,Harvey_Davies,const,0.0
14,Harvey_Elliott,const,0.0
14,Hugo_Ekitiké,const,71.71143877780037
14,James_McConnell,const,0.0
14,Jayden_Danns,const,0.0
14,Jeremie_Frimpong,const,46.72701626990487
14,Jeremy_Jacquet,const,0.0
14,Joe_Gomez,const,5.27858578820501
14,Kostas_Tsimikas,const,20.49387528954997
14,Lewis_Koumas,const,30.0
14,Milos_Kerkez,const,60.57615356870272
14,Rio_Ngumoha,const,34.92503745125426
14,Ryan_Gravenberch,const,78.821592
14,Stefan_Bajčetić Maquieira,const,0.0
14,Trey_Nyoni,const,4.95775471
14,Victor_Munoz,const,0.0
14,Virgil_van Dijk,const,90.0
14,Vitezslav_Jaros,const,3.3
14,Wellity_Lucky,const,0.0
17,Arnaud_Kalimuendo,const,0.0
17,Callum_Hudson-Odoi,const,60.4172484181538
17,Chris_Wood,const,44.56714187357519
17,Dan_Ndoye,const,5.691921979999999
17,Dilane_Bakwa,const,22.88152478376032
17,Felipe_Rodrigues da Silva,const,75.615913
17,Ibrahim_Sangaré,const,90.0
17,Igor_Jesus Maciel da Cruz,const,70.29771699966591
17,Jair_Paula da Cunha Filho,const,37.28471963214199
17,James_McAtee,const,13.28456985507846
17,John_Victor Maciel Furtado,const,18.652852925895683
17,Luca_Netz,const,57.19569056545148
17,Matz_Sels,const,88.44
17,Morgan_Gibbs-White,const,83.675182
17,Murillo_Costa dos Santos,const,0.0
17,Neco_Williams,const,85.7833855
17,Nicolás_Domínguez,const,27.99150546905532
17,Nicolò_Savona,const,0.0
17,Nikola_Milenković,const,88.827
17,Ola_Aina,const,26.665319031210984
17,Omar_Richards,const,0.0
17,Omari_Hutchinson,const,29.18234896325448
17,Ryan_Yates,const,20.40213899689485
17,Taiwo_Awoniyi,const,31.1240499967274
17,Tyler_Bindon,const,0.0
17,Zach_Abbott,const,12.01981341888482
31,Adam_Wharton,const,76.68528549999999
31,Borna_Sosa,const,8.442103125
31,Brennan_Johnson,const,42.90899402508283
31,Chadi_Riad Dnanou,const,0.0
31,Cheick_Doucouré,const,0.0
31,Chris_Richards,const,90.0
31,Christantus_Uche,const,6.666589
31,Daichi_Kamada,const,90.0
31,Daniel_Muñoz,const,84.213324
31,Dean_Henderson,const,90.0
31,Eddie_Nketiah,const,0.0
31,Ismaïla_Sarr,const,80.89884599999999
31,Jaydee_Canvot,const,90.0
31,Jean-Philippe_Mateta,const,90.0
31,Jefferson_Lerma Solís,const,27.833975385741493
31,Jesurun_Rak-Sakyi,const,0.0
31,Joél_Drakes-Thomas,const,0.253624714
31,Justin_Devenny,const,4.633024934902835
31,Jørgen_Strand Larsen,const,21.93343354683691
31,Matheus_França de Oliveira,const,0.0
31,Maxence_Lacroix,const,88.854
31,Oscar_Mingueza,const,0.0
31,Remi_Matthews,const,0.0
31,Rio_Cardines,const,6.795685660980187
31,Romain_Esse,const,50.0
31,Tyrick_Mitchell,const,84.877141
31,Walter_Benítez,const,6.829294034028003
31,Will_Hughes,const,0.0
31,Yéremy_Pino Santos,const,10.32499976801166
36,Bart_Verbruggen,const,90.0
36,Carl_Rushworth,const,90.0
36,Carlos_Baleba,const,54.55683856564547
36,Charalampos_Kostoulas,const,4.862636163612804
36,Danny_Welbeck,const,75.45410604532366
36,Diego_Coppola,const,0.0
36,Diego_Gómez Amarilla,const,28.39102581863473
36,Evan_Ferguson,const,0.0
36,Facundo_Buonanotte,const,0.87181913
36,Ferdi_Kadıoğlu,const,90.0
36,Georginio_Rutter,const,19.950604510121597
36,Harry_Howell,const,0.8390524772017791
36,Igor_Julio dos Santos de Paulo,const,8.61547164
36,Jack_Hinshelwood,const,77.0973695
36,Jason_Steele,const,18.40513310138393
36,João_Pedro Loureiro da Costa,const,0.0
36,Lewis_Dunk,const,82.642732
36,Luka_Vušković,const,0.0
36,Mats_Wieffer,const,68.78052399848069
36,Matt_O'Riley,const,0.6911055728685724
36,Maxim_De Cuyper,const,48.673625459612346
36,Michael_Svoboda,const,0.0
36,Mitoma_Kaoru,const,0.0
36,Nehemiah_Oriola,const,0.507876046
36,Olivier_Boscagli,const,31.05239245402567
36,Pascal_Groß,const,90.0
36,Pascal_Struijk,const,86.18465899999998
36,Stefanos_Tzimas,const,0.0
36,Tom_Watson,const,0.0
36,Yankuba_Minteh,const,82.260447
36,Yasin_Ayari,const,30.15885419476071
36,Zadok_Yohanna,const,0.0
40,Abdul_Fatawu,const,66.17521561617383
40,Alex_Palmer,const,75.97921561617383
40,Ali_Al-Hamadi,const,3.468
40,Anis_Mehmeti,const,0.0
40,Azor_Matusiwa,const,90.0
40,Ben_Johnson,const,66.26821561617382
40,Chiedozie_Ogbene,const,3.903
40,Christian_Walton,const,75.97921561617383
40,Chuba_Akpom,const,0.0
40,Cédric_Kipré,const,0.0
40,Dara_O'Shea,const,90.97921561617383
40,Darnell_Furlong,const,80.0
40,David_Button,const,0.0
40,Emersonn_Correia da Silva,const,0.0
40,George_Hirst,const,80.04921561617383
40,Issa_Diop,const,90.0
40,Jack_Clarke,const,60.61021561617383
40,Jack_Taylor,const,80.32921561617383
40,Jacob_Greaves,const,74.89621561617382
40,Jaden_Philogene,const,80.27721561617382
40,Kasey_McAteer,const,72.68821561617382
40,Kayne_van Oevelen,const,0.0
40,Leif_Davis,const,90.87521561617382
40,Marcelino_Núñez,const,0.0
40,Sam_Szmodics,const,9.213
40,Sindre_Walle Egeli,const,0.0
40,Wes_Burns,const,63.30721561617382
43,Abdukodir_Khusanov,const,82.967762
43,Antoine_Semenyo,const,87.0276
43,Claudio_Echeverri,const,0.0
43,Divine_Mukasa,const,0.0
43,Elliot_Anderson,const,90.0
43,Erling_Haaland,const,87.91799999999999
43,Gianluigi_Donnarumma,const,90.0
43,Jack_Grealish,const,0.0
43,James_Trafford,const,8.21827028250237
43,Jeremy_Monga,const,6.473999999999999
43,Joško_Gvardiol,const,12.90363038281616
43,Jérémy_Doku,const,30.520719636267103
43,Kalvin_Phillips,const,0.0
43,Marc_Guéhi,const,90.0
43,Marcus_Bettinelli,const,0.0
43,Mateo_Kovačić,const,0.0
43,Matheus_Nunes,const,87.4010749999999
43,Max_Alleyne,const,0.347245955
43,Nico_González Iglesias,const,0.0
43,Nico_O'Reilly,const,90.0
43,Omar_Marmoush,const,10.0
43,Phil_Foden,const,51.73734715689079
43,Rayan_Aït-Nouri,const,5.184717309575959
43,Rayan_Cherki,const,9.418831708151105
43,Rico_Lewis,const,0.0
43,Rodrigo_Hernandez,const,90.0
43,Rúben_Gato Alves Dias,const,83.653352
43,Sávio_'Savinho' Moreira de Oliveira,const,5.99184982828282
43,Tijjani_Reijnders,const,0.0
43,Vitor_de Oliveira Nunes dos Reis,const,0.0
54,Alex_Iwobi,const,90.0
54,Alfie_McNally,const,0.0
54,Antonee_Robinson,const,72.9625229215369
54,Benjamin_Lecomte,const,0.0
54,Bernd_Leno,const,90.0
54,Calvin_Bassey,const,88.062
54,Emile_Smith Rowe,const,53.58828026755933
54,Harrison_Reed,const,9.5332902
54,Joachim_Andersen,const,90.0
54,Jonah_Kusi-Asare,const,0.0
54,Jorge_Cuenca Barreno,const,18.642428167964823
54,Josh_King,const,33.40453759241752
54,Kenny_Tete,const,28.35203889109077
54,Kevin_Santos Lopes de Macedo,const,31.16028372352904
54,Oscar_Bobb,const,37.04391915895234
54,Rodrigo_Muniz Carvalho,const,75.9386347708218
54,Ryan_Sessegnon,const,30.564312062366408
54,Sander_Berge,const,45.45967665809943
54,Saša_Lukić,const,72.79234437567624
54,Timothy_Castagne,const,79.54884999999999
54,Tom_Cairney,const,42.94873115975708
56,Anthony_Patterson,const,0.0
56,Arthur_Masuaku,const,0.0
56,Brian_Brobbey,const,82.3970172
56,Chemsdine_Talbi,const,0.0
56,Chris_Rigg,const,31.83756397262882
56,Daniel_Ballard,const,52.69671918252087
56,Djiamgone_Jocelin Ta Bi,const,3.695720976998496
56,Enzo_Le Fée,const,90.0
56,Granit_Xhaka,const,87.17999999999999
56,Habib_Diarra,const,52.47986462623916
56,Jenson_Seelt,const,0.0
56,Leo_Fuhr Hjelde,const,0.0
56,Luke_O'Nien,const,41.25632413852215
56,Melker_Ellborg,const,32.93605985724088
56,Nilson_Angulo,const,47.66868975215789
56,Noah_Sadiki,const,80.051533
56,Nordi_Mukiele,const,87.969
56,Omar_Alderete,const,48.402794630029405
56,Reinildo_Mandava,const,76.93874199999999
56,Robin_Roefs,const,90.0
56,Romaine_Mundle,const,0.0
56,Simon_Adingra,const,0.0
56,Thomas_Meunier,const,0.0
56,Trai_Hume,const,77.00896399999999
56,Wilson_Isidor,const,7.477928917992374
88,Abdülkadir_Ömür,const,0.0
88,Abu_Kamara,const,0.0
88,Cathal_McCarthy,const,0.0
88,Charlie_Hughes,const,90.0
88,Cody_Drameh,const,0.0
88,Darko_Gyabi,const,0.0
88,David_Akintola,const,0.0
88,Dillon_Phillips,const,0.0
88,Eliot_Matazo,const,0.0
88,Enis_Destan,const,0.0
88,Harvey_Cartwright,const,0.0
88,Jack_Butland,const,0.0
88,John_Egan,const,90.0
88,Kieran_Dowell,const,0.0
88,Lewie_Coyle,const,90.0
88,Liam_Millar,const,75.0
88,Mason_Burstow,const,0.0
88,Matt_Crooks,const,90.0
88,Matty_Jacob,const,0.0
88,Mohamed_Belloumi,const,60.0
88,Oli_McBurnie,const,80.0
88,Paddy_McNair,const,0.0
88,Regan_Slater,const,78.0
88,Ryan_Giles,const,90.0
88,Semi_Ajayi,const,90.0
88,Thimothée_Lo-Tutala,const,0.0
88,Óscar_Zambrano,const,0.0
91,Adam_Smith,const,68.71493451170583
91,Adrien_Truffert,const,90.0
91,Alex_Scott,const,90.0
91,Alex_Tóth,const,8.69537906
91,Amine_Adli,const,33.66098065636403
91,Bafodé_Diakité,const,0.0
91,Ben_Gannon-Doak,const,7.6667579
91,David_Brooks,const,36.96182520585296
91,Enes_Ünal,const,0.0
91,Francisco_Evanilson de Lima Barbosa,const,75.343335
91,Fraser_Forster,const,31.86605819825012
91,James_Hill,const,90.0
91,Julio_Soler Barreto,const,4.944157021
91,Julián_Araujo Zúñiga,const,0.0
91,Junior_Kroupi,const,76.4553035
91,Justin_Kluivert,const,55.73945045540235
91,Lewis_Cook,const,1.365153974546935
91,Marcus_Tavernier,const,83.652118
91,Rayan_Vitor Simplício Rocha,const,75.82504970751552
91,Ryan_Christie,const,0.0
91,Tyler_Adams,const,63.583658877121024
91,Veljko_Milosavljevic,const,5.53039697
91,Will_Dennis,const,0.0
91,Álvaro_Rodríguez,const,0.0
91,Đorđe_Petrović,const,90.0
94,Aaron_Hickey,const,0.0
94,Antoni_Milambo,const,0.0
94,Callum_Wilson,const,0.0
94,Caoimhín_Kelleher,const,90.0
94,Dango_Ouattara,const,76.296756
94,Ethan_Pinnock,const,7.95302708909286
94,Fábio_Freitas Gouveia Carvalho,const,0.0
94,Hákon_Rafn Valdimarsson,const,0.0
94,Igor_Thiago Nascimento Rodrigues,const,90.0
94,Jaidon_Anthony,const,86.92441799999999
94,Jannik_Schuster,const,0.0
94,Jordan_Henderson,const,0.8639236037587281
94,Josh_Dasilva,const,3.8517677999999993
94,Kaye_Furo,const,6.4132365
94,Keane_Lewis-Potter,const,79.035
94,Kevin_Schade,const,47.49981486037902
94,Kim_Ji-soo,const,0.0
94,Kristoffer_Ajer,const,15.807782200069685
94,Mathias_Jensen,const,82.74381299999999
94,Michael_Kayode,const,90.0
94,Mikkel_Damsgaard,const,56.74331399086113
94,Nathan_Collins,const,88.014
94,Rico_Henry,const,0.0
94,Sepp_van den Berg,const,84.83129399999999
94,Vitaly_Janelt,const,9.66047184764863
94,Yehor_Yarmoliuk,const,83.217278
